,label,body_text,body_text_clean,body_text_tokenized,body_text_nonstop,body_text_stemmed,body_text_lemmatized
4670,ham,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",When I was born GOD said Oh No Another IDIOT When you were born GOD said OH No COMPETITION Who knew one day these two will become FREINDS FOREVER,"['When', 'I', 'was', 'born', 'GOD', 'said', 'Oh', 'No', 'Another', 'IDIOT', 'When', 'you', 'were', 'born', 'GOD', 'said', 'OH', 'No', 'COMPETITION', 'Who', 'knew', 'one', 'day', 'these', 'two', 'will', 'become', 'FREINDS', 'FOREVER']","['When', 'I', 'born', 'GOD', 'said', 'Oh', 'No', 'Another', 'IDIOT', 'When', 'born', 'GOD', 'said', 'OH', 'No', 'COMPETITION', 'Who', 'knew', 'one', 'day', 'two', 'become', 'FREINDS', 'FOREVER']","['when', 'I', 'born', 'god', 'said', 'Oh', 'No', 'anoth', 'idiot', 'when', 'born', 'god', 'said', 'OH', 'No', 'competit', 'who', 'knew', 'one', 'day', 'two', 'becom', 'freind', 'forev']","['when', 'I', 'born', 'god', 'said', 'Oh', 'No', 'anoth', 'idiot', 'when', 'born', 'god', 'said', 'OH', 'No', 'competit', 'who', 'knew', 'one', 'day', 'two', 'becom', 'freind', 'forev']"
4671,ham,"I didnt get ur full msg..sometext is missing, send it again",I didnt get ur full msgsometext is missing send it again,"['I', 'didnt', 'get', 'ur', 'full', 'msgsometext', 'is', 'missing', 'send', 'it', 'again']","['I', 'didnt', 'get', 'ur', 'full', 'msgsometext', 'missing', 'send']","['I', 'didnt', 'get', 'ur', 'full', 'msgsometext', 'miss', 'send']","['I', 'didnt', 'get', 'ur', 'full', 'msgsometext', 'miss', 'send']"
4672,ham,"Probably not, I'm almost out of gas and I get some cash tomorrow",Probably not Im almost out of gas and I get some cash tomorrow,"['Probably', 'not', 'Im', 'almost', 'out', 'of', 'gas', 'and', 'I', 'get', 'some', 'cash', 'tomorrow']","['Probably', 'Im', 'almost', 'gas', 'I', 'get', 'cash', 'tomorrow']","['probabl', 'Im', 'almost', 'ga', 'I', 'get', 'cash', 'tomorrow']","['probabl', 'Im', 'almost', 'ga', 'I', 'get', 'cash', 'tomorrow']"
4673,spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",Customer service announcement We recently tried to make a delivery to you but were unable to do so please call 07099833605 to reschedule Ref9280114,"['Customer', 'service', 'announcement', 'We', 'recently', 'tried', 'to', 'make', 'a', 'delivery', 'to', 'you', 'but', 'were', 'unable', 'to', 'do', 'so', 'please', 'call', '07099833605', 'to', 'reschedule', 'Ref9280114']","['Customer', 'service', 'announcement', 'We', 'recently', 'tried', 'make', 'delivery', 'unable', 'please', 'call', '07099833605', 'reschedule', 'Ref9280114']","['custom', 'servic', 'announc', 'We', 'recent', 'tri', 'make', 'deliveri', 'unabl', 'pleas', 'call', '07099833605', 'reschedul', 'ref9280114']","['custom', 'servic', 'announc', 'We', 'recent', 'tri', 'make', 'deliveri', 'unabl', 'plea', 'call', '07099833605', 'reschedul', 'ref9280114']"
4674,ham,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,I forgot 2 ask ü all smth Theres a card on da present lei How Ü all want 2 write smth or sign on it,"['I', 'forgot', '2', 'ask', 'ü', 'all', 'smth', 'Theres', 'a', 'card', 'on', 'da', 'present', 'lei', 'How', 'Ü', 'all', 'want', '2', 'write', 'smth', 'or', 'sign', 'on', 'it']","['I', 'forgot', '2', 'ask', 'ü', 'smth', 'Theres', 'card', 'da', 'present', 'lei', 'How', 'Ü', 'want', '2', 'write', 'smth', 'sign']","['I', 'forgot', '2', 'ask', 'ü', 'smth', 'there', 'card', 'da', 'present', 'lei', 'how', 'Ü', 'want', '2', 'write', 'smth', 'sign']","['I', 'forgot', '2', 'ask', 'ü', 'smth', 'there', 'card', 'da', 'present', 'lei', 'how', 'Ü', 'want', '2', 'write', 'smth', 'sign']"
4675,ham,I'm leaving my house now.,Im leaving my house now,"['Im', 'leaving', 'my', 'house', 'now']","['Im', 'leaving', 'house']","['Im', 'leav', 'hous']","['Im', 'leav', 'hous']"
4676,spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",Hi babe its Chloe how r u I was smashed on saturday night it was great How was your weekend U been missing me SP visionsmscom Text stop to stop 150ptext,"['Hi', 'babe', 'its', 'Chloe', 'how', 'r', 'u', 'I', 'was', 'smashed', 'on', 'saturday', 'night', 'it', 'was', 'great', 'How', 'was', 'your', 'weekend', 'U', 'been', 'missing', 'me', 'SP', 'visionsmscom', 'Text', 'stop', 'to', 'stop', '150ptext']","['Hi', 'babe', 'Chloe', 'r', 'u', 'I', 'smashed', 'saturday', 'night', 'great', 'How', 'weekend', 'U', 'missing', 'SP', 'visionsmscom', 'Text', 'stop', 'stop', '150ptext']","['Hi', 'babe', 'chloe', 'r', 'u', 'I', 'smash', 'saturday', 'night', 'great', 'how', 'weekend', 'U', 'miss', 'SP', 'visionsmscom', 'text', 'stop', 'stop', '150ptext']","['Hi', 'babe', 'chloe', 'r', 'u', 'I', 'smash', 'saturday', 'night', 'great', 'how', 'weekend', 'U', 'miss', 'SP', 'visionsmscom', 'text', 'stop', 'stop', '150ptext']"
4677,ham,Ü ready then call me...,Ü ready then call me,"['Ü', 'ready', 'then', 'call', 'me']","['Ü', 'ready', 'call']","['Ü', 'readi', 'call']","['Ü', 'readi', 'call']"
4678,ham,Wewa is 130. Iriver 255. All 128 mb.,Wewa is 130 Iriver 255 All 128 mb,"['Wewa', 'is', '130', 'Iriver', '255', 'All', '128', 'mb']","['Wewa', '130', 'Iriver', '255', 'All', '128', 'mb']","['wewa', '130', 'iriv', '255', 'all', '128', 'mb']","['wewa', '130', 'iriv', '255', 'all', '128', 'mb']"
4679,ham,It is a good thing I'm now getting the connection to bw,It is a good thing Im now getting the connection to bw,"['It', 'is', 'a', 'good', 'thing', 'Im', 'now', 'getting', 'the', 'connection', 'to', 'bw']","['It', 'good', 'thing', 'Im', 'getting', 'connection', 'bw']","['It', 'good', 'thing', 'Im', 'get', 'connect', 'bw']","['It', 'good', 'thing', 'Im', 'get', 'connect', 'bw']"
4680,ham,Sry da..jst nw only i came to home..,Sry dajst nw only i came to home,"['Sry', 'dajst', 'nw', 'only', 'i', 'came', 'to', 'home']","['Sry', 'dajst', 'nw', 'came', 'home']","['sri', 'dajst', 'nw', 'came', 'home']","['sri', 'dajst', 'nw', 'came', 'home']"
4681,ham,"That's cool he'll be here all night, lemme know when you're around",Thats cool hell be here all night lemme know when youre around,"['Thats', 'cool', 'hell', 'be', 'here', 'all', 'night', 'lemme', 'know', 'when', 'youre', 'around']","['Thats', 'cool', 'hell', 'night', 'lemme', 'know', 'youre', 'around']","['that', 'cool', 'hell', 'night', 'lemm', 'know', 'your', 'around']","['that', 'cool', 'hell', 'night', 'lemm', 'know', 'your', 'around']"
4682,ham,Are you staying in town ?,Are you staying in town ,"['Are', 'you', 'staying', 'in', 'town', '']","['Are', 'staying', 'town', '']","['are', 'stay', 'town', '']","['are', 'stay', 'town', '']"
4683,ham,"Haha yeah, 2 oz is kind of a shitload",Haha yeah 2 oz is kind of a shitload,"['Haha', 'yeah', '2', 'oz', 'is', 'kind', 'of', 'a', 'shitload']","['Haha', 'yeah', '2', 'oz', 'kind', 'shitload']","['haha', 'yeah', '2', 'oz', 'kind', 'shitload']","['haha', 'yeah', '2', 'oz', 'kind', 'shitload']"
4684,ham,Ok u can take me shopping when u get paid =D,Ok u can take me shopping when u get paid D,"['Ok', 'u', 'can', 'take', 'me', 'shopping', 'when', 'u', 'get', 'paid', 'D']","['Ok', 'u', 'take', 'shopping', 'u', 'get', 'paid', 'D']","['Ok', 'u', 'take', 'shop', 'u', 'get', 'paid', 'D']","['Ok', 'u', 'take', 'shop', 'u', 'get', 'paid', 'D']"
4685,ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",My life Means a lot to me Not because I love my life But because I love the people in my life The world calls them friends I call them my World Ge,"['My', 'life', 'Means', 'a', 'lot', 'to', 'me', 'Not', 'because', 'I', 'love', 'my', 'life', 'But', 'because', 'I', 'love', 'the', 'people', 'in', 'my', 'life', 'The', 'world', 'calls', 'them', 'friends', 'I', 'call', 'them', 'my', 'World', 'Ge']","['My', 'life', 'Means', 'lot', 'Not', 'I', 'love', 'life', 'But', 'I', 'love', 'people', 'life', 'The', 'world', 'calls', 'friends', 'I', 'call', 'World', 'Ge']","['My', 'life', 'mean', 'lot', 'not', 'I', 'love', 'life', 'but', 'I', 'love', 'peopl', 'life', 'the', 'world', 'call', 'friend', 'I', 'call', 'world', 'Ge']","['My', 'life', 'mean', 'lot', 'not', 'I', 'love', 'life', 'but', 'I', 'love', 'peopl', 'life', 'the', 'world', 'call', 'friend', 'I', 'call', 'world', 'Ge']"
4686,ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",Alright well bring it to you see you in like  ltgt  mins,"['Alright', 'well', 'bring', 'it', 'to', 'you', 'see', 'you', 'in', 'like', 'ltgt', 'mins']","['Alright', 'well', 'bring', 'see', 'like', 'ltgt', 'mins']","['alright', 'well', 'bring', 'see', 'like', 'ltgt', 'min']","['alright', 'well', 'bring', 'see', 'like', 'ltgt', 'min']"
4687,ham,But pls dont play in others life.,But pls dont play in others life,"['But', 'pls', 'dont', 'play', 'in', 'others', 'life']","['But', 'pls', 'dont', 'play', 'others', 'life']","['but', 'pl', 'dont', 'play', 'other', 'life']","['but', 'pl', 'dont', 'play', 'other', 'life']"
4688,ham,Eatin my lunch...,Eatin my lunch,"['Eatin', 'my', 'lunch']","['Eatin', 'lunch']","['eatin', 'lunch']","['eatin', 'lunch']"
4689,ham,Hmmm.but you should give it on one day..,Hmmmbut you should give it on one day,"['Hmmmbut', 'you', 'should', 'give', 'it', 'on', 'one', 'day']","['Hmmmbut', 'give', 'one', 'day']","['hmmmbut', 'give', 'one', 'day']","['hmmmbut', 'give', 'one', 'day']"
4690,ham,"Didn't try, g and I decided not to head out",Didnt try g and I decided not to head out,"['Didnt', 'try', 'g', 'and', 'I', 'decided', 'not', 'to', 'head', 'out']","['Didnt', 'try', 'g', 'I', 'decided', 'head']","['didnt', 'tri', 'g', 'I', 'decid', 'head']","['didnt', 'tri', 'g', 'I', 'decid', 'head']"
4691,ham,Ok no prob,Ok no prob,"['Ok', 'no', 'prob']","['Ok', 'prob']","['Ok', 'prob']","['Ok', 'prob']"
4692,ham,Surly ill give it to you:-) while coming to review.,Surly ill give it to you while coming to review,"['Surly', 'ill', 'give', 'it', 'to', 'you', 'while', 'coming', 'to', 'review']","['Surly', 'ill', 'give', 'coming', 'review']","['surli', 'ill', 'give', 'come', 'review']","['surli', 'ill', 'give', 'come', 'review']"
4693,ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",By march ending i should be ready But will call you for sure The problem is that my capital never complete How far with you Hows work and the ladies,"['By', 'march', 'ending', 'i', 'should', 'be', 'ready', 'But', 'will', 'call', 'you', 'for', 'sure', 'The', 'problem', 'is', 'that', 'my', 'capital', 'never', 'complete', 'How', 'far', 'with', 'you', 'Hows', 'work', 'and', 'the', 'ladies']","['By', 'march', 'ending', 'ready', 'But', 'call', 'sure', 'The', 'problem', 'capital', 'never', 'complete', 'How', 'far', 'Hows', 'work', 'ladies']","['By', 'march', 'end', 'readi', 'but', 'call', 'sure', 'the', 'problem', 'capit', 'never', 'complet', 'how', 'far', 'how', 'work', 'ladi']","['By', 'march', 'end', 'readi', 'but', 'call', 'sure', 'the', 'problem', 'capit', 'never', 'complet', 'how', 'far', 'how', 'work', 'ladi']"
4694,ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,Tessypls do me a favor Pls convey my birthday wishes to Nimyapls dnt forget it Today is her birthday Shijas,"['Tessypls', 'do', 'me', 'a', 'favor', 'Pls', 'convey', 'my', 'birthday', 'wishes', 'to', 'Nimyapls', 'dnt', 'forget', 'it', 'Today', 'is', 'her', 'birthday', 'Shijas']","['Tessypls', 'favor', 'Pls', 'convey', 'birthday', 'wishes', 'Nimyapls', 'dnt', 'forget', 'Today', 'birthday', 'Shijas']","['tessypl', 'favor', 'pl', 'convey', 'birthday', 'wish', 'nimyapl', 'dnt', 'forget', 'today', 'birthday', 'shija']","['tessypl', 'favor', 'pl', 'convey', 'birthday', 'wish', 'nimyapl', 'dnt', 'forget', 'today', 'birthday', 'shija']"
4695,ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,Pls give her the food preferably pap very slowly with loads of sugar You can take up to an hour to give it And then some water Very very slowly,"['Pls', 'give', 'her', 'the', 'food', 'preferably', 'pap', 'very', 'slowly', 'with', 'loads', 'of', 'sugar', 'You', 'can', 'take', 'up', 'to', 'an', 'hour', 'to', 'give', 'it', 'And', 'then', 'some', 'water', 'Very', 'very', 'slowly']","['Pls', 'give', 'food', 'preferably', 'pap', 'slowly', 'loads', 'sugar', 'You', 'take', 'hour', 'give', 'And', 'water', 'Very', 'slowly']","['pl', 'give', 'food', 'prefer', 'pap', 'slowli', 'load', 'sugar', 'you', 'take', 'hour', 'give', 'and', 'water', 'veri', 'slowli']","['pl', 'give', 'food', 'prefer', 'pap', 'slowli', 'load', 'sugar', 'you', 'take', 'hour', 'give', 'and', 'water', 'veri', 'slowli']"
4696,spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",URGENT Your Mobile No 07808726822 was awarded a £2000 Bonus Caller Prize on 020903 This is our 2nd attempt to contact YOU Call 08718729758 BOX95QU,"['URGENT', 'Your', 'Mobile', 'No', '07808726822', 'was', 'awarded', 'a', '2000', 'Bonus', 'Caller', 'Prize', 'on', '020903', 'This', 'is', 'our', '2nd', 'attempt', 'to', 'contact', 'YOU', 'Call', '08718729758', 'BOX95QU']","['URGENT', 'Your', 'Mobile', 'No', '07808726822', 'awarded', '2000', 'Bonus', 'Caller', 'Prize', '020903', 'This', '2nd', 'attempt', 'contact', 'YOU', 'Call', '08718729758', 'BOX95QU']","['urgent', 'your', 'mobil', 'No', '07808726822', 'award', '2000', 'bonu', 'caller', 'prize', '020903', 'thi', '2nd', 'attempt', 'contact', 'you', 'call', '08718729758', 'box95qu']","['urgent', 'your', 'mobil', 'No', '07808726822', 'award', '2000', 'bonu', 'caller', 'prize', '020903', 'thi', '2nd', 'attempt', 'contact', 'you', 'call', '08718729758', 'box95qu']"
4697,ham,A guy who gets used but is too dumb to realize it.,A guy who gets used but is too dumb to realize it,"['A', 'guy', 'who', 'gets', 'used', 'but', 'is', 'too', 'dumb', 'to', 'realize', 'it']","['A', 'guy', 'gets', 'used', 'dumb', 'realize']","['A', 'guy', 'get', 'use', 'dumb', 'realiz']","['A', 'guy', 'get', 'use', 'dumb', 'realiz']"
4698,ham,"Okey dokey, i‘ll be over in a bit just sorting some stuff out.",Okey dokey i‘ll be over in a bit just sorting some stuff out,"['Okey', 'dokey', 'i', 'll', 'be', 'over', 'in', 'a', 'bit', 'just', 'sorting', 'some', 'stuff', 'out']","['Okey', 'dokey', 'bit', 'sorting', 'stuff']","['okey', 'dokey', 'bit', 'sort', 'stuff']","['okey', 'dokey', 'bit', 'sort', 'stuff']"
4699,ham,Don no da:)whats you plan?,Don no dawhats you plan,"['Don', 'no', 'dawhats', 'you', 'plan']","['Don', 'dawhats', 'plan']","['don', 'dawhat', 'plan']","['don', 'dawhat', 'plan']"
4700,ham,Yes fine ,Yes fine ,"['Yes', 'fine', '']","['Yes', 'fine', '']","['ye', 'fine', '']","['ye', 'fine', '']"
4701,spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",WIN We have a winner Mr T Foley won an iPod More exciting prizes soon so keep an eye on ur mobile or visit wwwwin82050couk,"['WIN', 'We', 'have', 'a', 'winner', 'Mr', 'T', 'Foley', 'won', 'an', 'iPod', 'More', 'exciting', 'prizes', 'soon', 'so', 'keep', 'an', 'eye', 'on', 'ur', 'mobile', 'or', 'visit', 'wwwwin82050couk']","['WIN', 'We', 'winner', 'Mr', 'T', 'Foley', 'iPod', 'More', 'exciting', 'prizes', 'soon', 'keep', 'eye', 'ur', 'mobile', 'visit', 'wwwwin82050couk']","['win', 'We', 'winner', 'Mr', 'T', 'foley', 'ipod', 'more', 'excit', 'prize', 'soon', 'keep', 'eye', 'ur', 'mobil', 'visit', 'wwwwin82050couk']","['win', 'We', 'winner', 'Mr', 'T', 'foley', 'ipod', 'more', 'excit', 'prize', 'soon', 'keep', 'eye', 'ur', 'mobil', 'visit', 'wwwwin82050couk']"
4702,ham,I liked the new mobile,I liked the new mobile,"['I', 'liked', 'the', 'new', 'mobile']","['I', 'liked', 'new', 'mobile']","['I', 'like', 'new', 'mobil']","['I', 'like', 'new', 'mobil']"
4703,ham,Anytime...,Anytime,['Anytime'],['Anytime'],['anytim'],['anytim']
4704,ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,Mmmmmmm snuggles into you deep contented sigh  whispers  I fucking love you so much I can barely stand it ,"['Mmmmmmm', 'snuggles', 'into', 'you', 'deep', 'contented', 'sigh', 'whispers', 'I', 'fucking', 'love', 'you', 'so', 'much', 'I', 'can', 'barely', 'stand', 'it', '']","['Mmmmmmm', 'snuggles', 'deep', 'contented', 'sigh', 'whispers', 'I', 'fucking', 'love', 'much', 'I', 'barely', 'stand', '']","['mmmmmmm', 'snuggl', 'deep', 'content', 'sigh', 'whisper', 'I', 'fuck', 'love', 'much', 'I', 'bare', 'stand', '']","['mmmmmmm', 'snuggl', 'deep', 'content', 'sigh', 'whisper', 'I', 'fuck', 'love', 'much', 'I', 'bare', 'stand', '']"
4705,ham,Yar but they say got some error.,Yar but they say got some error,"['Yar', 'but', 'they', 'say', 'got', 'some', 'error']","['Yar', 'say', 'got', 'error']","['yar', 'say', 'got', 'error']","['yar', 'say', 'got', 'error']"
4706,ham,Hey anyway i have to :-),Hey anyway i have to ,"['Hey', 'anyway', 'i', 'have', 'to', '']","['Hey', 'anyway', '']","['hey', 'anyway', '']","['hey', 'anyway', '']"
4707,ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,Wow so healthy Old airport rd lor Cant thk of anything else But ill b bathing my dog later,"['Wow', 'so', 'healthy', 'Old', 'airport', 'rd', 'lor', 'Cant', 'thk', 'of', 'anything', 'else', 'But', 'ill', 'b', 'bathing', 'my', 'dog', 'later']","['Wow', 'healthy', 'Old', 'airport', 'rd', 'lor', 'Cant', 'thk', 'anything', 'else', 'But', 'ill', 'b', 'bathing', 'dog', 'later']","['wow', 'healthi', 'old', 'airport', 'rd', 'lor', 'cant', 'thk', 'anyth', 'els', 'but', 'ill', 'b', 'bath', 'dog', 'later']","['wow', 'healthi', 'old', 'airport', 'rd', 'lor', 'cant', 'thk', 'anyth', 'el', 'but', 'ill', 'b', 'bath', 'dog', 'later']"
4708,ham,Wif my family booking tour package.,Wif my family booking tour package,"['Wif', 'my', 'family', 'booking', 'tour', 'package']","['Wif', 'family', 'booking', 'tour', 'package']","['wif', 'famili', 'book', 'tour', 'packag']","['wif', 'famili', 'book', 'tour', 'packag']"
4709,ham,"Did you say bold, then torch later. Or one torch and 2bold?",Did you say bold then torch later Or one torch and 2bold,"['Did', 'you', 'say', 'bold', 'then', 'torch', 'later', 'Or', 'one', 'torch', 'and', '2bold']","['Did', 'say', 'bold', 'torch', 'later', 'Or', 'one', 'torch', '2bold']","['did', 'say', 'bold', 'torch', 'later', 'Or', 'one', 'torch', '2bold']","['did', 'say', 'bold', 'torch', 'later', 'Or', 'one', 'torch', '2bold']"
4710,ham,"Haha awesome, I might need to take you up on that, what you doin tonight?",Haha awesome I might need to take you up on that what you doin tonight,"['Haha', 'awesome', 'I', 'might', 'need', 'to', 'take', 'you', 'up', 'on', 'that', 'what', 'you', 'doin', 'tonight']","['Haha', 'awesome', 'I', 'might', 'need', 'take', 'doin', 'tonight']","['haha', 'awesom', 'I', 'might', 'need', 'take', 'doin', 'tonight']","['haha', 'awesom', 'I', 'might', 'need', 'take', 'doin', 'tonight']"
4711,ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),Ya i knw u vl givits ok thanks kanoanyway enjoy wit ur family wit 1st salary,"['Ya', 'i', 'knw', 'u', 'vl', 'givits', 'ok', 'thanks', 'kanoanyway', 'enjoy', 'wit', 'ur', 'family', 'wit', '1st', 'salary']","['Ya', 'knw', 'u', 'vl', 'givits', 'ok', 'thanks', 'kanoanyway', 'enjoy', 'wit', 'ur', 'family', 'wit', '1st', 'salary']","['Ya', 'knw', 'u', 'vl', 'givit', 'ok', 'thank', 'kanoanyway', 'enjoy', 'wit', 'ur', 'famili', 'wit', '1st', 'salari']","['Ya', 'knw', 'u', 'vl', 'givit', 'ok', 'thank', 'kanoanyway', 'enjoy', 'wit', 'ur', 'famili', 'wit', '1st', 'salari']"
4712,ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,Huh so slow i tot u reach long ago liao U 2 more days only i 4 more leh,"['Huh', 'so', 'slow', 'i', 'tot', 'u', 'reach', 'long', 'ago', 'liao', 'U', '2', 'more', 'days', 'only', 'i', '4', 'more', 'leh']","['Huh', 'slow', 'tot', 'u', 'reach', 'long', 'ago', 'liao', 'U', '2', 'days', '4', 'leh']","['huh', 'slow', 'tot', 'u', 'reach', 'long', 'ago', 'liao', 'U', '2', 'day', '4', 'leh']","['huh', 'slow', 'tot', 'u', 'reach', 'long', 'ago', 'liao', 'U', '2', 'day', '4', 'leh']"
4713,ham,Thats cool princess! I will cover your face in hot sticky cum :),Thats cool princess I will cover your face in hot sticky cum ,"['Thats', 'cool', 'princess', 'I', 'will', 'cover', 'your', 'face', 'in', 'hot', 'sticky', 'cum', '']","['Thats', 'cool', 'princess', 'I', 'cover', 'face', 'hot', 'sticky', 'cum', '']","['that', 'cool', 'princess', 'I', 'cover', 'face', 'hot', 'sticki', 'cum', '']","['that', 'cool', 'princess', 'I', 'cover', 'face', 'hot', 'sticki', 'cum', '']"
4714,ham,Big brother‘s really scraped the barrel with this shower of social misfits,Big brother‘s really scraped the barrel with this shower of social misfits,"['Big', 'brother', 's', 'really', 'scraped', 'the', 'barrel', 'with', 'this', 'shower', 'of', 'social', 'misfits']","['Big', 'brother', 'really', 'scraped', 'barrel', 'shower', 'social', 'misfits']","['big', 'brother', 'realli', 'scrape', 'barrel', 'shower', 'social', 'misfit']","['big', 'brother', 'realli', 'scrape', 'barrel', 'shower', 'social', 'misfit']"
4715,ham,Oops i thk i dun haf enuff... I go check then tell ü..,Oops i thk i dun haf enuff I go check then tell ü,"['Oops', 'i', 'thk', 'i', 'dun', 'haf', 'enuff', 'I', 'go', 'check', 'then', 'tell', 'ü']","['Oops', 'thk', 'dun', 'haf', 'enuff', 'I', 'go', 'check', 'tell', 'ü']","['oop', 'thk', 'dun', 'haf', 'enuff', 'I', 'go', 'check', 'tell', 'ü']","['oop', 'thk', 'dun', 'haf', 'enuff', 'I', 'go', 'check', 'tell', 'ü']"
4716,ham,S:)8 min to go for lunch:),S8 min to go for lunch,"['S8', 'min', 'to', 'go', 'for', 'lunch']","['S8', 'min', 'go', 'lunch']","['S8', 'min', 'go', 'lunch']","['S8', 'min', 'go', 'lunch']"
4717,ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",Hey What happened U switch off ur cell d whole day This isnt good Now if u do care give me a call tomorrow,"['Hey', 'What', 'happened', 'U', 'switch', 'off', 'ur', 'cell', 'd', 'whole', 'day', 'This', 'isnt', 'good', 'Now', 'if', 'u', 'do', 'care', 'give', 'me', 'a', 'call', 'tomorrow']","['Hey', 'What', 'happened', 'U', 'switch', 'ur', 'cell', 'whole', 'day', 'This', 'isnt', 'good', 'Now', 'u', 'care', 'give', 'call', 'tomorrow']","['hey', 'what', 'happen', 'U', 'switch', 'ur', 'cell', 'whole', 'day', 'thi', 'isnt', 'good', 'now', 'u', 'care', 'give', 'call', 'tomorrow']","['hey', 'what', 'happen', 'U', 'switch', 'ur', 'cell', 'whole', 'day', 'thi', 'isnt', 'good', 'now', 'u', 'care', 'give', 'call', 'tomorrow']"
4718,ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home",K will do addie amp I are doing some art so Ill be here when you get home,"['K', 'will', 'do', 'addie', 'amp', 'I', 'are', 'doing', 'some', 'art', 'so', 'Ill', 'be', 'here', 'when', 'you', 'get', 'home']","['K', 'addie', 'amp', 'I', 'art', 'Ill', 'get', 'home']","['K', 'addi', 'amp', 'I', 'art', 'ill', 'get', 'home']","['K', 'addi', 'amp', 'I', 'art', 'ill', 'get', 'home']"
4719,ham,My uncles in Atlanta. Wish you guys a great semester.,My uncles in Atlanta Wish you guys a great semester,"['My', 'uncles', 'in', 'Atlanta', 'Wish', 'you', 'guys', 'a', 'great', 'semester']","['My', 'uncles', 'Atlanta', 'Wish', 'guys', 'great', 'semester']","['My', 'uncl', 'atlanta', 'wish', 'guy', 'great', 'semest']","['My', 'uncl', 'atlanta', 'wish', 'guy', 'great', 'semest']"
4720,ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",Aiyo Her lesson so early Im still sleepin haha Okie u go home liao den confirm w me lor,"['Aiyo', 'Her', 'lesson', 'so', 'early', 'Im', 'still', 'sleepin', 'haha', 'Okie', 'u', 'go', 'home', 'liao', 'den', 'confirm', 'w', 'me', 'lor']","['Aiyo', 'Her', 'lesson', 'early', 'Im', 'still', 'sleepin', 'haha', 'Okie', 'u', 'go', 'home', 'liao', 'den', 'confirm', 'w', 'lor']","['aiyo', 'her', 'lesson', 'earli', 'Im', 'still', 'sleepin', 'haha', 'oki', 'u', 'go', 'home', 'liao', 'den', 'confirm', 'w', 'lor']","['aiyo', 'her', 'lesson', 'earli', 'Im', 'still', 'sleepin', 'haha', 'oki', 'u', 'go', 'home', 'liao', 'den', 'confirm', 'w', 'lor']"
4721,ham,Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,Forgot to tell ü smth Can ü like number the sections so that its clearer,"['Forgot', 'to', 'tell', 'ü', 'smth', 'Can', 'ü', 'like', 'number', 'the', 'sections', 'so', 'that', 'its', 'clearer']","['Forgot', 'tell', 'ü', 'smth', 'Can', 'ü', 'like', 'number', 'sections', 'clearer']","['forgot', 'tell', 'ü', 'smth', 'can', 'ü', 'like', 'number', 'section', 'clearer']","['forgot', 'tell', 'ü', 'smth', 'can', 'ü', 'like', 'number', 'section', 'clearer']"
4722,ham,"Yup. Anything lor, if u dun wan it's ok...",Yup Anything lor if u dun wan its ok,"['Yup', 'Anything', 'lor', 'if', 'u', 'dun', 'wan', 'its', 'ok']","['Yup', 'Anything', 'lor', 'u', 'dun', 'wan', 'ok']","['yup', 'anyth', 'lor', 'u', 'dun', 'wan', 'ok']","['yup', 'anyth', 'lor', 'u', 'dun', 'wan', 'ok']"
